old_url,type,action,new_url,title,meta_description,source
/sham-lighting-recyclers-are-you-at-risk-2/,post,KEEP,/sham-lighting-recyclers-are-you-at-risk-2/,"Sham Lighting Recyclers – Are You At Risk?","Avoid sham lighting recyclers to protect your business. Learn to vet and ensure safe, compliant recycling practices with Recycle Technologies.",wordpress
/epa-enforcement-action-in-chicago-sham-recycling-alleged-2/,post,KEEP,/epa-enforcement-action-in-chicago-sham-recycling-alleged-2/,"“EPA Enforcement Action in Chicago! Sham recycling alleged.”","EPA Enforcement Action in Chicago! Sham recycling alleged. Learn about EPA fines and regulatory compliance issues in Chicago with Recycle Technologies.",wordpress
/reduce-reuse-recycle-re-examine-guide/,post,KEEP,/reduce-reuse-recycle-re-examine-guide/,"Reduce, Reuse, Recycle... Re-examine?","Choose Recycle Technologies for eco-friendly solutions on April 22nd, Earth Day. Reduce, reuse, and recycle for a greener future with our expert services.",wordpress
/happy-40th-anniversary-earth-day-2/,post,KEEP,/happy-40th-anniversary-earth-day-2/,"HAPPY 40TH ANNIVERSARY, EARTH DAY!","Happy 40th Anniversary, Earth Day! Explore commercial recycling solutions with Recycle Technologies. Ensure responsible recycling practices for a sustainable future.",wordpress
/category/blog/,category,KEEP,/category/blog/,"Blog","",wordpress
/category/customer-spotlight/,category,KEEP,/category/customer-spotlight/,"Customer Spotlight","",wordpress
/category/from-another-publication/,category,KEEP,/category/from-another-publication/,"From Another Publication","",wordpress
/category/news/,category,KEEP,/category/news/,"News","",wordpress
/category/recycling/,category,KEEP,/category/recycling/,"Recycling","",wordpress
/category/uncategorized/,category,KEEP,/category/uncategorized/,"Uncategorized","",wordpress
